Latitude,Longitude,DateTime,Fgps,N,E,C,H,D,I,TotalPoints,MinDist,AvDist
57.55847850000001,22.3246419,2014-10-14 04:00:00,51727.55554737077,15404.26527448225,2701.4987044138857,49306.69852068539,15639.356888841996,9.947003890436369,72.40174122740603,10,472.0044180978189,771.1523648961804
57.498678500000004,22.2781826,2014-10-14 04:30:00,51723.94301265515,15417.781021628274,2701.4361708904516,49298.68712004531,15652.658848140665,9.938232478496136,72.38501284392704,10,475.3817150319209,773.6878350715054
57.4689311,22.279139100000002,2014-10-14 05:00:00,51698.32917652887,15508.399242379659,2697.450510096233,49243.58387982414,15741.241574776128,9.867017579086271,72.27296152668356,15,475.6651920837868,776.0309867680357
57.4335583,22.379412300000002,2014-10-14 05:30:00,51431.353006201876,15483.000750615058,2196.7669802120768,48996.27510984539,15638.065654322358,8.075369296454742,72.29855701028411,24,470.13530967290404,869.1390692981736
57.433674100000005,22.379199399999997,2014-10-14 06:00:00,51447.987238369446,15483.803981149817,2223.670050464335,49012.26883811259,15642.66263204583,8.172519224485068,72.29909566456467,24,470.1464991117707,869.1390050887118
57.43372660000001,22.3793965,2014-10-14 06:30:00,51400.71256396348,15476.124051850042,2128.945400204922,48969.28045109392,15621.87006044107,7.832631297802247,72.30660603950587,28,470.1341077473427,887.8865439869786
57.4241889,22.4215147,2014-10-14 07:00:00,51413.60077063276,15476.195065280417,2150.929626514255,48981.82552993695,15624.951582543437,7.912458596884387,72.30758335986654,28,467.75147929192764,888.0635611501328
57.433901600000006,22.377307300000002,2014-10-14 07:30:00,51413.784587212605,15469.173083756068,2144.5487953708753,48984.516330666884,15617.118986257674,7.892818010667386,72.3168105008302,28,470.2561455595247,887.8832053493473
57.43388589999999,22.377306899999997,2014-10-14 08:00:00,51398.09537978448,15464.526463614146,2108.7577313201273,48971.07075362145,15607.640369806853,7.76501568000803,72.32232471757678,28,470.25636903951795,887.883487969314
57.433977399999996,22.378137300000002,2014-10-14 08:30:00,51363.78647379854,15460.309822138848,2037.845517345132,48939.39687794368,15594.037134401296,7.50895072590967,72.3260535115229,28,470.2058137964233,887.8819147532978
57.43064129999999,22.3451799,2014-10-14 09:00:00,51311.04431766768,15457.342289558066,1935.5935790335639,48889.1329009822,15578.059993457342,7.137519044848143,72.32601206072177,28,472.20866425368126,887.9398316778704
57.2871843,22.3872422,2014-10-14 09:30:00,51241.79139152629,15486.488873635051,1830.4788203850726,48811.260941176246,15594.293518627273,6.740995317550202,72.28228221132716,28,471.8093867541105,890.6296358367638
57.1249203,22.500760600000003,2014-10-14 10:00:00,51165.440030190024,15585.218735979459,1768.525325896075,48701.90477390295,15685.239076171614,6.473919188569414,72.14800307896193,27,468.0874909835611,881.4782203880857
56.9348257,21.7977823,2014-10-23 20:30:00,50927.85571012838,16035.280987943246,1757.0684507652616,48305.57898761474,16131.2592782761,6.253246750010305,71.53367282207833,20,42.517809026250625,724.6328744113891
56.8600028,21.2827007,2014-10-23 21:00:00,50801.799727212296,16188.926825219112,1686.0452717439812,48123.785752090596,16276.489191796529,5.945808234948348,71.31336818855229,21,56.58357849212047,752.4872817015646
56.769057600000004,20.834964000000003,2014-10-23 21:30:00,50756.09939441187,16169.009359564452,1604.9622486738929,48085.016982902955,16248.469696846876,5.668703548816013,71.32930888979539,20,80.29999893270438,732.5752450367341
